LABNR,C14AGE,C14STD,C13,MATERIAL,SITE,COUNTRY,FEATURE,FEATURE_DESC,PHASE,POTTERY,ASSOCIATION,REL,LAT,LONG,SOURCE
Hv-10834,1870,105,0,Charcoal,Boma,COD,,Layer,,,,1,-5.85,13.066667,"de Maret 1985; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3"
Hv-10852,2900,110,0,Charcoal,Obobogo,CMR,,,,,,,3.816667,11.504167,de Maret 1986
Hv-10874,1790,120,0,Charcoal,Mirama,BDI,,,,,,,-3.383333,29.983333,de Maret 1985
Hv-10875,570,110,0,Charcoal,Mirama,BDI,,,,,,,-3.383333,29.983333,de Maret 1985
Hv-10876,1665,75,0,Charcoal,Ngoma III,RWA,,,,,,,-2.6,29.716667,de Maret 1985
Hv-11045,2635,100,0,Charcoal,Obobogo,CMR,,,,,,,3.816667,11.504167,Eggert 1993
Hv-11046,3625,165,0,Charcoal,Obobogo,CMR,,,,,,,3.816667,11.504167,Eggert 1993
Hv-11140,1710,55,0,Charcoal,Mubuga,BDI,,,,,,,-3.4,30.016667,de Maret 1985
Hv-11141,3160,145,0,Charcoal,Mubuga,BDI,,,,,,,-3.4,30.016667,de Maret 1985
Hv-11142,2480,85,0,Charcoal,Mirama,BDI,,,,,,,-3.383333,29.983333,de Maret 1985
Hv-11143,2635,95,0,Charcoal,Gasiza I,RWA,,,,,,,-2.483333,29.65,de Maret 1985
Hv-11144,3180,145,0,Charcoal,Rwiyange,BDI,,,,,,,-3.05,30.083333,de Maret 1985
Hv-11147,1630,55,0,Charcoal,Kabuye,RWA,,,,,,,-2.6,29.833333,de Maret 1985
Hv-11402,1555,65,0,Charcoal,"Naviundu, Lubumbashi",COD,,,,,,,,,de Maret 1985
Hv-11403,1605,75,0,Charcoal,"Naviundu, Lubumbashi",COD,,,,,,,,,de Maret 1985
Hv-11570,2245,195,0,Charcoal,Bamanya,COD,BAM 81/1,,,,,0,0.00979,18.316297,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-11571,730,75,0,Charcoal,Longa,COD,LON 81/1,,,Imbonga,,0,-0.247706,18.881382,Wotzka 1995: 66-67; see Seidensticker 2017: Tab. 21
Hv-11572,755,115,0,Charcoal,Bokele,COD,BKE 81/4,,,Lingonda/Longa/Bokele/Mbandaka,,0,-0.099389,18.59212,"Wotzka 1995: 115, 127; see Seidensticker 2017: Tab. 21"
Hv-11573,1850,120,0,Charcoal,Bokele,COD,BKE 81/1,,,Imbonga,,0,-0.099389,18.59212,Wotzka 1995: 66-67; see Seidensticker 2017: Tab. 21
Hv-11574,3775,105,0,Charcoal,Imbonga,COD,IMB 81/9,,,Imbonga,,0,-0.821913,19.788493,Wotzka 1995: 66-67; see Seidensticker 2017: Tab. 21
Hv-11575,2130,125,0,Charcoal,Imbonga,COD,IMB 81/1,,,Monkoto,,0,-0.821913,19.788493,Wotzka 1995: 99; see Seidensticker 2017: Tab. 21
Hv-11576,2900,285,0,Charcoal,Imbonga,COD,IMB 81/3,,,,,0,-0.821913,19.788493,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-11577,1785,125,0,Charcoal,Iyonda,COD,IYO 81/2,,,,,0,-0.037076,18.184492,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-11578,230,110,0,Charcoal,Mbandaka,COD,MBA 81/2,,,Bondongo; Mbandaka,,0,0.047734,18.256204,Wotzka 1995: 138; see Seidensticker 2017: Tab. 21
Hv-12128,1960,115,0,Charcoal,Mubuga,BDI,,,,,,,-3.4,30.016667,de Maret 1985
Hv-12130,2855,285,0,Charcoal,Rwiyange,BDI,,,,,,,-3.05,30.083333,de Maret 1985
Hv-12203,65,50,0,Charcoal,Bamanya,COD,BAM 81/1,,,,,0,0.00979,18.316297,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-12204,8750,205,0,Charcoal,Iyonda,COD,IYO 81/2,,,,,0,-0.037076,18.184492,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-12205,1860,260,0,Charcoal,Bokele,COD,BKE 81/3,,,,,0,-0.099389,18.59212,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-12206,810,90,0,Charcoal,Mbandaka,COD,MBA 81/2,,,Bondongo,,1,0.047734,18.256204,Wotzka 1995: 138; see Seidensticker 2017: Tab. 21
Hv-12207,2860,280,0,Charcoal,Imbonga,COD,IMB 81/1,,,Monkoto,,0,-0.821913,19.788493,Wotzka 1995: 99; see Seidensticker 2017: Tab. 21
Hv-12611,2695,160,0,Charcoal,Wafanya,COD,WAF 83/16,,,Monkoto/Longa,,0,-1.354817,20.378778,"Wotzka 1995: 99, 127; see Seidensticker 2017: Tab. 21"
Hv-12612,3305,250,0,Charcoal,Wafanya,COD,WAF 83/16,,,,,0,-1.354817,20.378778,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-12613,1920,90,0,Charcoal,Wafanya,COD,WAF 83/16,,,Monkoto,,1,-1.354817,20.378778,Wotzka 1995: 99; see Seidensticker 2017: Tab. 21
Hv-12614,2665,110,0,Charcoal,Imbonga,COD,IMB 83/1,,,Monkoto/Longa,,0,-0.821913,19.788493,Wotzka 1995: 99; see Seidensticker 2017: Tab. 21
Hv-12615,2210,180,0,Charcoal,Bamanya,COD,BAM 83/2,,,,,0,0.00979,18.316297,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-12616,5245,695,0,Charcoal,Bamanya,COD,BAM 83/2,,,,,0,0.00979,18.316297,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-12617,1955,115,0,Charcoal,Bamanya,COD,BAM 83/2,,,,,0,0.00979,18.316297,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-12618,1175,210,0,Charcoal,Bolondo,COD,BLD 83/2,,,Bolondo,,0,-0.305801,21.253168,Wotzka 1995: 180-181; see Seidensticker 2017: Tab. 21
Hv-12619,1195,70,0,Charcoal,Bolondo,COD,BLD 83/2,,,Bondongo/Wema,,0,-0.305801,21.253168,"Wotzka 1995: 138, 171-172; see Seidensticker 2017: Tab. 21"
Hv-12620,945,75,0,Charcoal,Bamanya,COD,BAM 83/1,,,Bondongo,,1,0.00979,18.316297,Wotzka 1995: 138; see Seidensticker 2017: Tab. 21
Hv-12621,1170,120,0,Charcoal,Bamanya,COD,BAM 83/1,,,,,0,0.00979,18.316297,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-12622,1245,90,0,Charcoal,Wafanya,COD,WAF 83/3,,,Wafanya,,0,-1.354817,20.378778,Wotzka 1995; see Seidensticker 2017: Tab. 21
Hv-12624,1725,95,0,Charcoal,Bolondo,COD,BLD 83/1,,,Bondongo/Wema,,0,-0.305801,21.253168,"Wotzka 1995: 138, 171-172; see Seidensticker 2017: Tab. 21"
Hv-12625,915,105,0,Charcoal,Bolondo,COD,BLD 83/1,,,Bolondo,,0,-0.305801,21.253168,Wotzka 1995: 180-181; see Seidensticker 2017: Tab. 21
Hv-12626,1895,65,0,Charcoal,Isaka-Elinga,COD,ISK 83/104,,,Lingonda,,0,-0.666969,20.202048,Wotzka 1995: 115; see Seidensticker 2017: Tab. 21
Hv-12627,3485,220,0,Charcoal,Bokuma,COD,BOK 83/1,,,Imbonga,,0,-0.114356,18.697792,Wotzka 1995: 66-67; see Seidensticker 2017: Tab. 21
Hv-12840,1020,20,,,Ndindan,CMR,,,,,,,3.9141,11.504,Mbida Mindzie 2002; Garcin et al. 2018
Hv-12845,2300,65,0,Charcoal,Obobogo,CMR,,,,,,,3.816667,11.504167,de Maret 1992
Hv-12845,1645,90,0,,Ndindan,CMR,,Pit,,,,,3.9141,11.504,Mbida Mindzie 2002
Hv-12846,1615,90,0,,Ndindan,CMR,,,,,,,3.9141,11.504,Essomba 1989
Hv-12847,2415,60,0,,Ndindan,CMR,,Pit,,,,,3.9141,11.504,Mbida Mindzie 2002
Hv-12848,1400,105,0,,Ndindan,CMR,,Pit,,,,,3.9141,11.504,Mbida Mindzie 2002
Hv-12849,2140,60,0,,Ndindan,CMR,,Pit,,,,,3.9141,11.504,Mbida Mindzie 2002
Hv-12850,2060,60,0,,Ndindan,CMR,,Pit,,,,,3.9141,11.504,Mbida Mindzie 2002
Hv-12851,2215,105,0,,Okolo,CMR,,,,,,,3.933333,11.516667,Essomba 1989
Hv-12852,2325,135,0,,Okolo,CMR,,,,,,,3.933333,11.516667,Essomba 1989
Hv-12853,1920,60,0,,Mfomakap/Nkometou,CMR,,,,,,,4.049917,11.55,Elouga 1998
Hv-12854,2230,80,0,,Mfomakap/Nkometou,CMR,,,,,,,4.049917,11.55,Essomba 1989
Hv-12855,1715,130,0,,Mimboman,CMR,,,,,,,3.85,11.533333,Claes 1992; Oslisly 2013
Hv-12856,535,120,,,Lus,CMR,,,,,,,6.6833,10.9667,de Maret 1982; Garcin et al. 2018
Hv-13430,565,50,0,Shell (Land),Charbonnage butte 56,GAB,,,,,,0,0.45,9.4653,Clist 2004/05
Hv-13431,3295,115,0,Charcoal,Charbonnage butte 56,GAB,,,,,,,0.45,9.4653,Clist 2004/05
Hv-13432,850,60,0,Charcoal,Charbonnage butte 56,GAB,,,,,,,0.45,9.4653,Clist 2004/05
Hv-1698,3515,55,0,,Sakuzi,COD,,,,,,,-5.167222,14.0075,Zangato 2000
Hv-4213,2960,40,0,,Kamoa,COD,,,,,,,,,van Noten 1982
Hv-4214,665,50,0,,Kamoa,COD,,,,,,,,,van Noten 1982
Hv-4215,4235,100,0,,Kamoa,COD,,,,,,,,,van Noten 1982
Hv-5258,2145,45,0,Charcoal,Ngovo,COD,,Layer,,Ngovo,,1,-5.308333,14.923611,"de Maret 1986; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3"
Hv-6247,695,85,0,Charcoal,Nkondi,COD,,Layer,,,,,-4.916667,12.966667,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6248,130,85,0,Charcoal,Mbafu,COD,,Layer,,,,,-5.43,14.26,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6249,265,50,0,Charcoal,Mbafu,COD,,Layer,,,,,-5.43,14.26,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6250,2155,60,0,Charcoal,Ntadi Ntadi,COD,,Layer,,Ngovo,,1,-5.745826,14.579839,"de Maret 1986; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3"
Hv-6251,115,70,0,Charcoal,Ntende,COD,,Layer,,,,,-4.33,15.33,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6252,310,85,0,Charcoal,Lovo,COD,,Layer,,,,,-5.7581,14.4705,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6253,375,145,0,Charcoal,Lovo,COD,,Layer,,,,,-5.7581,14.4705,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6254,2985,95,,Charcoal,Kwimba,DRC,,Layer,,,,0,-5.7667,14.8,Schwartz 1990; Garcin et al 2018; Clist 2018: 238 Tab. 18.2
Hv-6255,20000,650,0,,Dimba,COD,,,,,,,-5.283333,14.866667,van Noten 1982
Hv-6256,8120,460,0,,Dimba,COD,,,,,,,-5.283333,14.866667,van Noten 1982
Hv-6257,2035,130,0,Charcoal,Dimba,COD,,Layer,,Ngovo,,1,-5.283333,14.866667,"de Maret 1986; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3"
Hv-6258,2035,65,0,Charcoal,Ngovo,COD,,Layer,,Ngovo,,1,-5.308333,14.923611,"de Maret 1986; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3"
Hv-6259,230,95,0,Charcoal,Lovo,COD,,Layer,,,,,-5.7581,14.4705,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6260,425,65,0,Charcoal,Kamuna,COD,,Layer,,,,,-4.33,15.33,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6261,2305,70,0,Charcoal,Kinshasa-Kingabwa/Ngombela,COD,,Layer,,,,0,-4.1331539,15.342473,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6262,305,80,0,Charcoal,Kinshasa-Kingabwa/Ngombela,COD,,Pit,,Groupe X,,1,-4.1331539,15.342473,"van Noten 1982; Clist 2018: 235, 239 Tab. 18.2"
Hv-6608,805,115,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6609,1205,105,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6610,655,125,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6611,995,40,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6612,875,75,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6613,770,95,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6614,855,90,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6615,495,105,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6616,660,190,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6617,190,65,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6618,430,160,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6619,1110,55,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6620,0,0,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-6621,250,80,0,,Sanga,COD,,,,,,,-8.18107,26.48988,de Maret 1977
Hv-8916,625,50,0,Charcoal,Nkile,COD,NKI 1,,,Nkile; Bondongo,,1,-0.111339,18.677862,Wotzka 1995: 138; see Seidensticker 2017: Tab. 21
Hv-8963,6070,240,0,,Shum Laka,CMR,,Trench,,,,,5.858611,10.077778,de Maret 1980
Hv-8964,8705,275,0,,Shum Laka,CMR,,Trench,,,,,5.858611,10.077778,de Maret 1980
Hv-8965,6980,260,0,,Shum Laka,CMR,,Trench,,,,,5.858611,10.077778,de Maret 1980
Hv-9561,145,55,0,Charcoal,Nkile,COD,NKI 2,,,Botendo,,1,-0.111339,18.677862,Wotzka 1995: 158; see Seidensticker 2017: Tab. 21
Hv-9562,0,0,0,Charcoal,Nkile,COD,,,,Botendo,,1,-0.111339,18.677862,Wotzka 1995: 158; see Seidensticker 2017: Tab. 21
I-13140,1060,80,0,Charcoal,Bafoussam,CMR,,,,,,0,5.545278,10.316667,Hori et al. 1986
I-13141,205,90,0,Charcoal,Edea,CMR,,,,,,0,3.820556,10.114167,Hori et al. 1986
I-13142,0,0,0,Charcoal,Abong Mbang,CMR,,,,,,0,3.986111,13.1775,Hori et al. 1986
I-13143,385,75,0,Charcoal,Nanga Eboko,CMR,,,,,,0,4.648814,12.394414,Hori et al. 1986
I-13144,2480,120,0,Charcoal,Lobe,CMR,,,,,,0,2.866258,9.902146,Hori et al. 1986
I-13145,355,75,0,Charcoal,Lobe,CMR,,,,,,0,2.866258,9.902146,Hori et al. 1986
I-13146,0,0,0,Charcoal,Garoua,CMR,,,,,,0,9.447222,13.614722,Hori et al. 1986
I-13147,0,0,0,Charcoal,Garoua,CMR,,,,,,0,9.447222,13.614722,Hori et al. 1986
I-13243,385,75,,,Locality 81-2 (Nanga Eboko),CMR,,,,,,,4.7192,12.3719,Kadomura 1989; Garcin et al. 2018
I-14179,700,80,0,Charcoal,Eseke,CMR,,,,,,0,3.573042,10.820576,Hori et al. 1986
I-14180,980,80,0,Charcoal,Eseke,CMR,,,,,,0,3.573042,10.820576,Hori et al. 1986
I-14181,380,80,0,Charcoal,Omong,CMR,,,,,,0,3.88372,10.897893,Hori et al. 1986
I-14182,1130,80,0,Charcoal,Omong,CMR,,,,,,0,3.88372,10.897893,Hori et al. 1986
I-14183,2990,90,0,Charcoal,Bertoua,CMR,,,,,,0,4.485556,13.617778,Hori et al. 1986
I-14190,2880,90,0,Charcoal,Bertoua,CMR,,,,,,0,4.485556,13.617778,Hori et al. 1986
I-14191,390,80,0,Charcoal,Ngamboula,CMR,,,,,,0,4.5625,13.833333,Hori et al. 1986
I-1675,1850,120,0,Charcoal,Fougamou-Lambarene Pk 12,GAB,,,,,,,-1.1,10.6083,Clist 2004/05
IRPA-106-II,760,40,0,,Kamoa,COD,,,,,,,,,van Noten 1982
KI-2360,420,65,"-29,1",Charcoal,Bamanya,COD,BAM 83/1,,,Bondongo,,0,0.00979,18.316297,Wotzka 1995: 138; see Seidensticker 2017: Tab. 21
KI-2361,640,70,"-25,3",Charcoal,Bamanya,COD,BAM 83/1,,,Bondongo,,1,0.00979,18.316297,Wotzka 1995: 138; see Seidensticker 2017: Tab. 21
KI-2363,2260,60,"-26,4",Charcoal,Bokuma,COD,BOK 83/1,,,Imbonga,,1,-0.114356,18.697792,Wotzka 1995: 66-67; see Seidensticker 2017: Tab. 21
KI-2364,740,55,-28,Charcoal,Mbandaka,COD,MBA 81/2,,,Bondongo; Mbandaka,,1,0.047734,18.256204,Wotzka 1995: 138; see Seidensticker 2017: Tab. 21
KI-2365.01,280,70,"-25,9",Charcoal,Wafanya,COD,WAF 83/16,,,,,0,-1.354817,20.378778,Wotzka 1995; see Seidensticker 2017: Tab. 21
KI-2428,2160,90,"-27,5",Charcoal,Imbonga,COD,IMB 81/9,,,Imbonga,,1,-0.821913,19.788493,Wotzka 1995: 66-67; see Seidensticker 2017: Tab. 21
KI-2430,650,65,"-26,6",Charcoal,Baringa,COD,BAR 85/1,,,Bondongo,,1,0.729053,20.735732,Wotzka 1995: 138; see Seidensticker 2017: Tab. 21
KI-2431,950,70,"-26,8",Charcoal,Baringa,COD,BAR 85/1,,,Bondongo,,1,0.729053,20.735732,Wotzka 1995: 138; see Seidensticker 2017: Tab. 21
KI-2432,2020,100,"-27,1",Charcoal,Bokuma,COD,BOK 83/2,,,Inganda,,1,-0.114356,18.697792,Wotzka 1995: 84; see Seidensticker 2017: Tab. 21
KI-2433,2025,75,"-25,5",Charcoal,Bokuma,COD,BOK 83/2,,,Inganda,,1,-0.114356,18.697792,Wotzka 1995: 84; see Seidensticker 2017: Tab. 21
KI-2439,2270,70,0,Charcoal,Boso-Njafo,COD,BSN 85/3,Pit,,Imbonga,,1,1.130547,19.209599,Wotzka 1995: 66-67; see Seidensticker 2017: Tab. 21
KI-2444,1930,120,"-27,3",Charcoal,Maluba,COD,MLB 85/1-3-1,Pit,,Batalimo-Maluba,,1,2.806193,18.523706,Eggert 1993; Seidensticker 2017
KI-2445,2140,200,"-27,3",Charcoal,Maluba,COD,MLB 85/1-3-2,Pit,,Batalimo-Maluba,,1,2.806193,18.523706,Eggert 1993; Seidensticker 2017
KI-2876,1980,41,"-25,5",Charcoal,Munda,COG,MUN 87/2-1-3,Pit,,Pikunda-Munda,,1,1.162608,17.356948,Eggert 1993; Seidensticker 2017
KI-2877,1980,100,"-26,9",Charcoal,Pikunda,COG,PIK 87/1,Pit,,Pikunda-Munda; Lusako,,1,0.549344,16.635736,Wotzka 1995; Seidensticker 2017
KI-2881,1990,45,"-25,1",Elaeis guineensis,Munda,COG,MUN 87/2-1-1,Furnace,,Pikunda-Munda,,1,1.162608,17.356948,Eggert 1993; Seidensticker 2017
KI-2882,1110,110,0,Charcoal,Munda,COG,MUN 87/1-0-1,Pit,,,Slag,,1.162608,17.356948,Seidensticker 2017
KI-2883,870,180,0,Charcoal,Munda,COG,MUN 87/1-0-1,Pit,,,Slag,,1.162608,17.356948,Seidensticker 2017
KI-2884,250,40,0,Charcoal,Munda,COG,MUN 87/1-0-2,Furnace,,Ebambe,,,1.162608,17.356948,Seidensticker 2017
KI-2885,1800,90,"-27,3",Charcoal,Munda,COG,MUN 87/2-1-1,Furnace,,Pikunda-Munda,Slag,1,1.162608,17.356948,Eggert 1993; Seidensticker 2017
KI-2886,1910,80,"-26,1",Charcoal,Munda,COG,MUN 87/2-1-1,Furnace,,Pikunda-Munda,,1,1.162608,17.356948,Eggert 1993; Seidensticker 2017
KI-2887,2020,180,"-28,3",Charcoal,Munda,COG,MUN 87/2-1-1,Furnace,,Pikunda-Munda,Slag,1,1.162608,17.356948,Eggert 1993; Seidensticker 2017
KI-2888,1990,65,"-25,8",Charcoal,Munda,COG,MUN 87/2-1-3,Pit,,Pikunda-Munda,,1,1.162608,17.356948,Eggert 1993; Seidensticker 2017
KI-2889,1650,80,-28,Charcoal,Munda,COG,MUN 87/3,Furnace,,Pikunda-Munda,Slag,1,1.162608,17.356948,Eggert 1993; Seidensticker 2017
KI-2890,1680,90,"-27,9",Charcoal,Munda,COG,MUN 87/3,Furnace,,Pikunda-Munda,Slag,1,1.162608,17.356948,Eggert 1993; Seidensticker 2017
KI-2891,600,75,0,Charcoal,Pikunda,COG,PIK 87/1,Pit,,Mandombe,Slag,1,0.549344,16.635736,Seidensticker 2017
KI-2892,840,41,0,Charcoal,Pikunda,COG,PIK 87/1,Furnace,,,,,0.549344,16.635736,Seidensticker 2017
KI-2893,1960,90,"-27,1",Charcoal,Likwala-Esobe km 186,COG,LKW 87/186,Pit,,,,,-0.048312,17.406785,Eggert 1993; Seidensticker 2017
KI-2894,2270,160,"-29,3",Charcoal,Mobaka,COG,MKA 87/102,Pit,,Imbonga,,1,-0.366609,17.134569,Eggert 1993; Seidensticker 2017
KI-2895,2230,100,"-27,8",Charcoal,Mitula,COG,MIT 87/103,Surface,,Imbonga,,1,0.291662,17.046761,Eggert 1993; Seidensticker 2017
KI-4608,160,30,,,Ekak,CMR,,,,,,,4,11.4167,Meister 2010; Garcin et al. 2018
KI-4611,2220,30,0,,Mfomakap/Nkometou,CMR,MFK 97/2,,,,,,4.049917,11.55,Meister 2007
KI-4612,470,65,,,Mokounounou 1a,CMR,,,,,,,1.9333,15.3333,Meister unpubl; Garcin et al. 2018
KI-4614,1700,60,0,,Malapa,CMR,,,,,,,2.0289,15.2525,Meister 2007
KIA-12506,1963,36,0,Charcoal,Mouanko-Lobethal,CMR,LBT 98/3,Burial,,,,,3.641726,9.781966,Eggert 2002; Eggert/Seidensticker 2016:80 Tab. 4.2
KIA-12507,805,29,0,Charcoal,Mouanko-Lobethal,CMR,LBT 98/5,,,,,,3.641726,9.781966,Meister 2007: 46; Eggert/Seidensticker 2016:80 Tab. 4.2
KIA-12937,2162,35,0,Charcoal,Mouanko-Lobethal,CMR,LBT 99/5,,,,,,3.641726,9.781966,Meister 2007; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-12938,1753,25,0,Charcoal,Mouanko-Lobethal,CMR,LBT 99/4,,,,,,3.641726,9.781966,Eggert 2002; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-12939,2146,26,0,Charcoal,Mouanko-Lobethal,CMR,LBT 99/3,,,,,,3.641726,9.781966,Eggert 2002: 520; Meister 2007; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-12940,1799,27,0,Charcoal,Mouanko-Lobethal,CMR,LBT 99/3,,,,,,3.641726,9.781966,Eggert 2002: 520; Meister 2007; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-12941,1227,36,0,Charcoal,Yatou,CMR,YAT 99/1,,,,,,3.627603,9.816666,Eggert 2002; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-12942,1974,26,0,Charcoal,Yatou,CMR,YAT 99/1,,,,,,3.627603,9.816666,Eggert 2002; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-12943,631,24,0,Charcoal,Mouanko-Lobethal,CMR,LBT 98/8,,,,,,3.641726,9.781966,Meister 2007: 46; Eggert/Seidensticker 2016:80 Tab. 4.2
KIA-12944,1816,34,0,Charcoal,Mouanko-Lobethal,CMR,LBT 98/4,Burial,,Campo,,1,3.641726,9.781966,Eggert 2002; Eggert/Seidensticker 2016:80 Tab. 4.2
KIA-12945,1800,27,0,Charcoal,Mouanko-Lobethal,CMR,LBT 98/4,Burial,,Campo,,1,3.641726,9.781966,Eggert 2002; Eggert/Seidensticker 2016:80 Tab. 4.2
KIA-12946,8913,49,0,Charcoal,Mouanko-Lobethal,CMR,LBT 98/3,Burial,,,,,3.641726,9.781966,Eggert 2002; Eggert/Seidensticker 2016:80 Tab. 4.2
KIA-12947,8616,50,0,,Mouanko-Lobethal,CMR,LBT 98/2,,,,,,3.641726,9.781966,Eggert 2002; Eggert/Seidensticker 2016:80 Tab. 4.2
KIA-12948,155,30,,Charcoal,Lobethal,CMR,LBT 98/2,,,,,,3.6447,9.7869,Meister 2010; Eggert/Seidensticker 2016:80 Tab. 4.2; Garcin et al. 2018
KIA-12949,1888,29,0,,Mouanko-Lobethal,CMR,LBT 98/9,Burial,,Bidjouka,,1,3.641726,9.781966,Eggert 2002: 520; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-24729,1770,27,0,Charcoal,Akonetye,CMR,AKO 04/2,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-24730,1685,25,0,Charcoal,Akonetye,CMR,AKO 04/2,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-24731,1610,26,0,Charcoal,Bwambe-Beach,CMR,BWB 04/1,,,,,,2.898504,9.901455,Meister 2007; Eggert/Seidensticker 2016:83 Tab. 4.2
KIA-24732,1736,28,0,Charcoal,Kribi,CMR,KRB 04/7,,,,,,2.93131,9.91083,Meister 2007; Eggert/Seidensticker 2016:83 Tab. 4.2
KIA-24733,1760,24,0,Charcoal,Kribi,CMR,KRB 04/7,,,,,,2.93131,9.91083,Meister 2007; Eggert/Seidensticker 2016:83 Tab. 4.2
KIA-24734,1514,21,0,Charcoal,Kribi,CMR,KRB 04/1,,,,,,2.93131,9.91083,Eggert u.a. 2006: 281; Meister 2007; Eggert/Seidensticker 2016:80 Tab. 4.2
KIA-24735,1460,25,0,Charcoal,Kribi,CMR,KRB 04/1,,,,,,2.93131,9.91083,Meister 2007; Eggert/Seidensticker 2016:80 Tab. 4.2
KIA-24736,2146,31,0,Charcoal,Kribi,CMR,KRB 04/2,,,,,,2.93131,9.91083,Eggert u.a. 2006: 281; Meister 2007; Eggert/Seidensticker 2016:79 Tab. 4.2
KIA-24737,2215,32,0,Charcoal,Kribi,CMR,KRB 04/4,,,,,,2.93131,9.91083,Meister 2007; Eggert/Seidensticker 2016:79 Tab. 4.2
KIA-24738,1485,29,0,Charcoal,Bwambe-Beach,CMR,BWB 04/1,,,,,,2.898504,9.901455,Meister 2007: 47; Eggert/Seidensticker 2016:83 Tab. 4.2
KIA-24739,1755,29,0,Charcoal,Akonetye,CMR,AKO 04/3,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-24740,2208,26,0,Charcoal,Kpwé Monekpwé,CMR,KPW 04/1,,,,,,3.6397,9.7769,Meister 2007
KIA-24741,2054,19,0,Charcoal,Kpwé Monekpwé,CMR,KPW 04/2,,,,,,3.6397,9.7769,Meister 2007
KIA-24742,2131,28,0,Charcoal,Kpwé Monekpwé,CMR,KPW 04/3,,,,,,3.6397,9.7769,Meister 2007
KIA-24743,1860,28,0,Charcoal,Mouanko-Lobethal,CMR,LBT 99/4,,,,,,3.641726,9.781966,Meister 2007: 46; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-24744,1797,28,0,Charcoal,Mouanko-Lobethal,CMR,LBT 99/4,,,,,,3.641726,9.781966,Meister 2007: 46; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-24745,1911,32,0,Charcoal,Mouanko-Lobethal,CMR,LBT 98/3,Burial,,,,,3.641726,9.781966,Meister 2007; Eggert/Seidensticker 2016:80 Tab. 4.2
