LABNR,C14AGE,C14STD,C13,METHOD,MATERIAL,COUNTRY,SITE,FEATURE,FEATURE_DESC,DEPTH,LAT,LONG,PHASE,LITHICS,POTTERY,IRON,FRUIT,ZOO,CLASS,REMARK,SOURCE
Hv-7520,1190,105,,,Charcoal,COD,Malemba-Nkulu,A2-3,-,,-8.057,26.798,,-,Early Kisalian; Classical Kisalian,-,-,,Ia,,de Maret 1992b: 201
Hv-8269,530,50,,,Bone,COD,Kikulu,T20,-,,-7.843,26.979,,-,Kabambian A,-,-,,Ia,,de Maret 1992b: 201
Hv-8404,1295,45,,,Bone,COD,Kikulu,T14,-,,-7.843,26.979,,-,Early Kisalian,-,-,,Ia,,de Maret 1992b: 200
Hv-8490,1110,70,,,Bone,COD,Sanga,T173,-,,-8.182,26.49,,-,Classical Kisalian,-,-,,Ia,,de Maret 1985b: 256
Hv-8491,155,130,,,Bone,COD,Kamilamba,T2,-,,-7.813,27.034,,-,Kabambian A,-,-,,Ia,,de Maret 1992b: 200
Hv-8492,1645,160,,,Bone,COD,Kamilamba,T10,-,,-7.813,27.034,,-,Early Kisalian,-,-,,Ia,,de Maret 1992b: 199
Hv-8493,2340,145,,,Charcoal,COD,Kamilamba,F2,Layer,-,-7.813,27.034,,indet,-,-,-,,Ib,,"de Maret 1992b: 11, 199"
Hv-8495,375,40,,,Bone,COD,Malemba-Nkulu,T13,-,,-8.057,26.798,,-,Kabambian B,-,-,,Ia,,de Maret 1992b: 202
Hv-8496,0,,,,-,COD,Malemba-Nkulu,T19,-,,-8.057,26.798,,-,Kabambian B,-,-,,Ia,,de Maret 1992b: 202
Hv-8497,860,55,,,Bone,COD,Malemba-Nkulu,T35,-,,-8.057,26.798,,-,Kabambian B,-,-,,Ia,,de Maret 1992b: 201
Hv-8498,770,115,,,Charcoal,COD,Malemba-Nkulu,A2-3,-,,-8.057,26.798,,-,Kabambian A,-,-,,Ia,,de Maret 1992b: 201
Hv-8916,625,50,,,Charcoal,COD,Nkile,NKI 1,-,,-0.104,18.675,,-,Nkile; Bondongo,-,-,,Ia,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
Hv-8963,6070,240,,,Charcoal,CMR,Shum Laka,Upper Horizon of the Ochre Ash Layer,-,0.225,5.859,10.078,SMA 1,indet,-,-,Cs,,Ia,shum laka upper lithics horizon,"de Maret 1980; Lavachery 1997: 174, Fig. XI.3; Lavachery 2001: 219 Tab. 1; Mercader/Martí 2003: 82 Tab. 2.3"
Hv-8964,8705,275,,,Charcoal,CMR,Shum Laka,Lower Horizon of the Ochre Ash Layer,-,0.525,5.859,10.078,LSA,indet,-,-,-,,Ia,shum laka lower lithics horizon,de Maret 1980; Lavachery 1997: Fig. XI.3; Lavachery 2001: 219 Tab. 1
Hv-8965,6980,260,,,Charcoal,CMR,Shum Laka,Upper Horizon of the Ochre Ash Layer,-,0.325,5.859,10.078,SMA 1,indet,-,-,Cs,,Ia,shum laka upper lithics horizon,de Maret 1980; Lavachery 1997: Fig. XI.3; Lavachery 2001: 219 Tab. 1
Hv-9037,1360,60,,,Charcoal,COD,Malemba-Nkulu,T37,-,,-8.057,26.798,,-,Early Kisalian; Classical Kisalian,-,-,,Ia,,de Maret 1992b: 201
Hv-9561,145,55,,,Charcoal,COD,Nkile,NKI 2,-,,-0.104,18.675,,-,Botendo,-,-,Capra/Ovis,Ia,,"Wotzka 1995: 158, 322; Van Neer 1990: 208f.; Seidensticker 2017: Tab. 21"
Hv-9562,0,,,,Charcoal,COD,Nkile,NKI 2,-,,-0.104,18.675,,-,Botendo,-,-,Capra/Ovis,Ia,,"Wotzka 1995: 158, 322; Van Neer 1990: 208f.; Seidensticker 2017: Tab. 21"
Hv-10580,2055,70,,,Charcoal,CMR,Obobogo,Sondage A,Layer,0.45,3.817,11.504,-,-,-,-,,-,IIa,besides charcoal de Maret mentiones only modern intrusions,de Maret 1992a: 255; Leka 2013: Annex 4
Hv-10581,6020,505,,,Charcoal,CMR,Obobogo,Sondage A,Layer,0.95,3.817,11.504,LSA,indet,-,-,,-,Ib,,"de Maret 1992a: 252; Leka 2013: Annex 4; Mercader/Martí 2003: 82 Tab. 2.3"
Hv-10582,2900,110,,,Charcoal,CMR,Obobogo,I,Pit,1.35,3.817,11.504,,-,Obobogo,-,Eg,,Ia,,de Maret 1992a: 255; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4
Hv-10583,3070,95,,,Charcoal,CMR,Obobogo,II,Pit,0.45,3.817,11.504,,-,Obobogo,-,Eg; Cs,,Ia,,"de Maret 1992a: 255; Eggert 1993; Clist 2004/2005: 724 Tab. 8-3, 735, Tab. 10, Tab. 11; Leka 2013: Annex 4"
Hv-10586,5565,120,,,Charcoal,CMR,Abeke,-,-,,5.925,10.158,LSA,indet,-,-,-,,Ic,,"de Maret 1982; de Maret 1987; Mercader/Martí 2003: 82 Tab. 2.3"
Hv-10587,885,55,,,Charcoal,CMR,Shum Laka,"Middle/Upper Horizon of the Gray Ash Layer, sector2",-,(0.07),5.859,10.078,Iron Age 1,(indet),Iron Age 2,object,Cs,,Ib,"Lavachery 2001: 219 Tab. 1 lists this date as 1690+-55BP",de Maret 1992a: 250; 261; Lavachery 1997: 175 & Fig. XI.5; Lavachery/Cornelissen 2000: 158 Tab. 1; Lavachery 2001: 219 Tab. 1
Hv-10588,1690,55,,,Charcoal,CMR,Shum Laka,"Middle/Upper Horizon of the Gray Ash Layer, sector2",-,(0.17),5.859,10.078,Iron Age 1,(indet),Iron Age 1,object,Cs,,Ib,"Lavachery 2001: 219 Tab. 1 lists this date as 885+-55BP",de Maret 1992a: 250; 261; Lavachery 1997: Fig. XI.5; Lavachery/Cornelissen 2000: 158 Tab. 1; Lavachery 2001: 219 Tab. 1
Hv-10591,1565,55,,,Charcoal,COD,Naviundu,-,-,,-11.734,27.568,,-,-,-,-,,Ic,,Anciaux de Faveaux/de Maret 1984: 17
Hv-10832,1990,95,,,-,CMR,Obobogo,II,Pit,1.55,3.817,11.504,,-,Obobogo,-,Eg; Cs,-,Ib,,de Maret 1992a: 255; Eggert 1993; Clist 2004/2005: 735; Leka 2013: Annex 4
Hv-10833,3055,110,,,Charcoal,CMR,Obobogo,II,Pit,2.4,3.817,11.504,,-,Obobogo,-,Eg; Cs,,Ia,,"de Maret 1992a: 255; Eggert 1993; Clist 2004/2005: 724 Tab. 8-3, 735, Tab. 10, Tab. 11; Leka 2013: Annex 4"
Hv-10834,1870,105,,,Charcoal,COD,Boma,-,-,-,-5.85,13.067,,-,indet,-,-,,Ib,,"de Maret 1985a; de Maret 1990: 450 Tab. 1; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3"
Hv-10874,1790,120,,,Charcoal,BDI,Mirama,-,-,,-3.383,29.983,,-,-,-,-,,Ic,,de Maret 1985a
Hv-10875,570,110,,,Charcoal,BDI,Mirama,-,-,,-3.383,29.983,,-,-,-,-,,Ic,,de Maret 1985a
Hv-10876,1665,75,,,Charcoal,RWA,Ngoma III,-,-,,-2.6,29.717,,-,-,-,-,,Ic,,de Maret 1985a
Hv-11045,2635,100,,,Charcoal,CMR,Obobogo,III,Pit,1.5,3.817,11.504,,-,Obobogo,-,Eg; Cs,,Ia,,"de Maret 1992a: 255; Eggert 1993; Clist 2004/2005: 724 Tab. 8-3, 735, Tab. 10, Tab. 11; Leka 2013: Annex 4"
Hv-11046,3625,165,,,Charcoal,CMR,Obobogo,IV,Pit,1.4,3.817,11.504,,-,indet,slag,,-,IIa,,de Maret 1992a: 255; Eggert 1993; Clist 2012a: 78; Leka 2013: Annex 4
Hv-11140,1710,55,,,Charcoal,BDI,Mubuga,-,-,,-3.4,30.017,,-,-,-,-,,Ic,,de Maret 1985a
Hv-11141,3160,145,,,Charcoal,BDI,Mubuga,-,-,,-3.4,30.017,,-,-,-,-,,Ic,,de Maret 1985a
Hv-11142,2480,85,,,Charcoal,BDI,Mirama,-,-,,-3.383,29.983,,-,-,-,-,,Ic,,de Maret 1985a
Hv-11143,2635,95,,,Charcoal,RWA,Gasiza I,-,-,,-2.483,29.65,,-,-,-,-,,Ic,,de Maret 1985a
Hv-11144,3180,145,,,Charcoal,BDI,Rwiyange,-,-,,-3.05,30.083,,-,-,-,-,,Ic,,de Maret 1985a
Hv-11147,1630,55,,,Charcoal,RWA,Kabuye,-,-,,-2.6,29.833,,-,-,-,-,,Ic,,de Maret 1985a
Hv-11402,1555,65,,,Charcoal,COD,Naviundu,-,-,,-11.734,27.568,,-,-,-,-,,Ic,,Anciaux de Faveaux/de Maret 1984: 17; de Maret 1985a
Hv-11403,1605,75,,,Charcoal,COD,Naviundu,-,-,,-11.734,27.568,,-,-,-,-,,Ic,,Anciaux de Faveaux/de Maret 1984: 17; de Maret 1985a
Hv-11570,2245,195,,,Charcoal,COD,Bamanya,BAM 81/1,Furnace,-,0.008,18.313,,-,(indet),-,-,,IIIa,,Wotzka 1995; Seidensticker 2017: Tab. 21
Hv-11571,730,75,,,Charcoal,COD,Longa,LON 81/1,-,,-0.248,18.881,,-,(Imbonga),-,-,,IIIa,,Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1
Hv-11572,755,115,,,Charcoal,COD,Bokele,BKE 81/4,-,,-0.099,18.592,,-,(Lingonda); Longa; (Bokele); Mbandaka,-,-,,Ia,,"Wotzka 1995: 115, 127 Tab. 53; Seidensticker 2017: Tab. 21"
Hv-11573,1850,120,,,Charcoal,COD,Bokele,BKE 81/1,-,,-0.099,18.592,,-,(Imbonga),-,-,,IIIa,,Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21
Hv-11574,3775,105,,,Charcoal,COD,Imbonga,IMB 81/9,-,,-0.822,19.788,,-,(Imbonga),-,-,,IIIa,,Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1
Hv-11575,2130,125,,,Charcoal,COD,Imbonga,IMB 81/1,-,,-0.822,19.788,,-,(Monkoto),-,-,,IIIa,,Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 99; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1
Hv-11576,2900,285,,,Charcoal,COD,Imbonga,IMB 81/3-5,Layer,-,-0.822,19.788,,-,(Imbonga); (Bonkake); (Monkoto); (Yete); (Lingonda); (Bondongo); (Nkile); (Longa),-,-,,IIIa,,Wotzka 1995: 349; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1
Hv-11577,1785,125,,,Charcoal,COD,Iyonda,IYO 81/2,Pit,-,-0.035,18.186,,-,Monkoto; Bokuma; (Bondongo); (Nkile); (Botendo),-,-,,Ia,layer is heavily mixed,Wotzka 1995: 303; Seidensticker 2017: Tab. 21
Hv-11578,230,110,,,Charcoal,COD,Mbandaka,MBA 81/2,-,,0.06,18.256,,-,(Bondongo); (Mbandaka),-,-,,IIIa,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
Hv-12128,1960,115,,,Charcoal,BDI,Mubuga,-,-,,-3.4,30.017,,-,-,-,-,,Ic,,de Maret 1985a
Hv-12130,2855,285,,,Charcoal,BDI,Rwiyange,-,-,,-3.05,30.083,,-,-,-,-,,Ic,,de Maret 1985a
Hv-12203,65,50,,,Charcoal,COD,Bamanya,BAM 81/1,Furnace,-,0.008,18.313,,-,(indet),slag?,-,,IIIa,,Wotzka 1995; Seidensticker 2017: Tab. 21
Hv-12204,8750,205,,,Charcoal,COD,Iyonda,IYO 81/2,Pit,-,-0.035,18.186,,-,(Monkoto); (Bokuma); (Bondongo); (Nkile); (Botendo),-,-,,IIIa,,Wotzka 1995: 303; Seidensticker 2017: Tab. 21
Hv-12205,1860,260,,,Charcoal,COD,Bokele,BKE 81/3-2,Layer,-,-0.099,18.592,,-,(Bondongo); (Longa),-,-,,IIIa,,Wotzka 1995: 313; Seidensticker 2017: Tab. 21
Hv-12206,810,90,,,Charcoal,COD,Mbandaka,MBA 81/2,-,,0.06,18.256,,-,Bondongo; Mbandaka,-,-,,Ia,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
Hv-12207,2860,280,,,Charcoal,COD,Imbonga,IMB 81/1,-,,-0.822,19.788,,-,(Monkoto),-,-,,IIIa,,Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 99; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1
Hv-12611,2695,160,,,Charcoal,COD,Wafanya,WAF 83/16-6,Layer,,-1.355,20.379,,-,(Monkoto); (Longa),-,-,,IIIa,,"Wotzka 1995: 99, 127 Tab. 53, 368; Seidensticker 2017: Tab. 21"
Hv-12612,3305,250,,,Charcoal,COD,Wafanya,WAF 83/16-5,Layer,,-1.355,20.379,,-,(Monkoto); (Longa); (Bekongo); (Wafanya); (Botendo) ,-,-,,IIIa,,Wotzka 1995: 368; Seidensticker 2017: Tab. 21
Hv-12613,1920,90,,,Charcoal,COD,Wafanya,WAF 83/16-8,Layer,,-1.355,20.379,,-,Monkoto; (Longa),-,-,,Ia,,"Wotzka 1995: 99, 127 Tab. 53, 368; Seidensticker 2017: Tab. 21"
Hv-12614,2665,110,,,Charcoal,COD,Imbonga,IMB 83/1,-,,-0.822,19.788,,-,(Monkoto),-,-,,IIIa,,Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 99; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1
Hv-12615,2210,180,,,Charcoal,COD,Bamanya,BAM 83/2,Furnace,-,0.008,18.313,,-,(indet),-,-,,IIIa,,Wotzka 1995; Seidensticker 2017: Tab. 21
Hv-12616,5245,695,,,Charcoal,COD,Bamanya,BAM 83/2,Furnace,-,0.008,18.313,,-,(indet),-,-,,IIIa,,Wotzka 1995; Seidensticker 2017: Tab. 21
Hv-12617,1955,115,,,Charcoal,COD,Bamanya,BAM 83/2,Furnace,-,0.008,18.313,,-,(indet),-,-,,IIIa,,Wotzka 1995; Seidensticker 2017: Tab. 21
Hv-12618,1175,210,,,Charcoal,COD,Bolondo,BLD 83/2,-,,-0.306,21.253,(MIA),-,(Bolondo),-,-,,IIIa,,Wotzka 1995: 180-181; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1
Hv-12619,1195,70,,,Charcoal,COD,Bolondo,BLD 83/2,-,,-0.306,21.253,(MIA),-,(Bondongo); (Wema),-,-,,IIIa,,"Wotzka 1995: 138, 171-172; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1"
Hv-12620,945,75,,,Charcoal,COD,Bamanya,BAM 83/1,Furnace,-,0.008,18.313,,-,Bondongo,-,-,,Ia,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
Hv-12621,1170,120,,,Charcoal,COD,Bamanya,BAM 83/1,Furnace,-,0.008,18.313,(MIA),-,(indet),-,-,,IIIa,,Wotzka 1995; Seidensticker 2017: Tab. 21
Hv-12622,1245,90,,,Charcoal,COD,Wafanya,WAF 83/3,-,,-1.355,20.379,(MIA),-,(Wafanya),-,-,,IIIa,,Wotzka 1995; Seidensticker 2017: Tab. 21
Hv-12624,1725,95,,,Charcoal,COD,Bolondo,BLD 83/1,-,,-0.306,21.253,(MIA),-,(Bondongo); (Wema),-,-,,IIIa,,"Wotzka 1995: 138, 171-172; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1"
Hv-12625,915,105,,,Charcoal,COD,Bolondo,BLD 83/1,-,,-0.306,21.253,,-,(Bolondo),-,-,,IIIa,,Wotzka 1995: 180-181; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1
Hv-12626,1895,65,,,Charcoal,COD,Isaka-Elinga,ISK 83/104,-,,-0.667,20.202,,-,(Lingonda),-,-,,IIIa,,Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 115; Seidensticker 2017: Tab. 21
Hv-12627,3485,220,,,Charcoal,COD,Bokuma,BOK 83/1,-,,-0.114,18.698,,-,(Imbonga),-,-,,IIIa,,Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21
Hv-12840,1020,20,,,Charcoal_wood,CMR,Ndindan,10,Pit,-,3.914,11.504,,-,indet,-,-,,Ic,"disputed; Garcin et al. 2018 reference to Mbida Mindzie 2002; but not listed there, neither in Mbida Mindzie 1992 & 1995",Mbida Mindzie 1992; Delneuf et al. 1998: 350
Hv-12845,2300,65,,,Charcoal,CMR,Obobogo,V,Pit,1.95,3.817,11.504,,-,Obobogo,-,,-,Ia,,de Maret 1992a: 256; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4
Hv-12845 bis,1645,90,,,Charcoal_wood,CMR,Ndindan,1,Pit,-,3.914,11.504,,-,indet,-,Eg; Cs,,Ib,,Mbida Mindzie 2002
Hv-12846,1615,90,,,Charcoal_wood,CMR,Ndindan,1,Pit,-,3.914,11.504,,-,indet,-,Eg; Cs,,Ib,,Essomba 1989; Mbida Mindzie 2002; Leka 2013: Annex 4
Hv-12847,2414,60,,,Charcoal_wood,CMR,Ndindan,5,Pit,-,3.914,11.504,,(polished indet),Obobogo,-,Eg; Cs,,Ia,,"Mbida Mindzie 2002; Clist 2004/2005: 724 Tab. 8-3, Tab. 10; Eggert et al. 2006: 276 Tab. 1; Leka 2013: Annex 4"
Hv-12848,1400,105,,,Charcoal_wood,CMR,Ndindan,10,Pit,-,3.914,11.504,,-,indet,-,"Eg, Cs",,Ib,,Mbida Mindzie 2002; Leka 2013: Annex 4
Hv-12849,2140,60,,,Charcoal_wood,CMR,Ndindan,10bis,Pit,-,3.914,11.504,,(polished indet),Obobogo,-,Eg; Cs,,Ia,,"Mbida Mindzie 2002; Clist 2004/2005: 724 Tab. 8-3, Tab. 10; Eggert et al. 2006: 276 Tab. 1; Leka 2013: Annex 4"
Hv-12850,2060,60,,,Charcoal_wood,CMR,Ndindan,20,Pit,-,3.914,11.504,,-,Obobogo,-,"Eg, Cs",,Ia,,Mbida Mindzie 2002; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4
Hv-12851,2215,105,,,-,CMR,Okolo,3,Pit,-,3.933,11.517,,-,Obobogo,-,Eg; Cs,,Ia,,"Atangana 1988: 67 Tab. 5; Essomba 1989; Clist 2004/2005: 724 Tab. 8-3, Tab. 10, Tab. 11; Leka 2013: Annex 4"
Hv-12852,2325,135,,,-,CMR,Okolo,9,Pit,-,3.933,11.517,,-,Obobogo,slag,Eg; Cs,,Ia,,"Atangana 1988: 67 Tab. 5, 260; Essomba 1989; Clist 2004/2005: 724 Tab. 8-3, Tab. 10, Tab. 11; Leka 2013: Annex 4"
Hv-12853,1920,60,,,Charcoal_wood,CMR,Mfomakap/Nkometou,9,Pit,2.3,4.05,11.55,,indet,indet,slag,Eg,,Ib,,Essomba 1991: 254 Tab. 19; Essomba 1992: 239; Elouga 1998; Leka 2013: Annex 4
Hv-12854,2230,80,,,Charcoal_endocarp_elaeis,CMR,Mfomakap/Nkometou,1,Pit,1.9,4.05,11.55,,indet,Obobogo,slag,Eg,-,Ia,,"Essomba 1991: 248 Tab. 18; Essomba 1989; Clist 2004/2005: 724 Tab. 8-3, Tab. 10; Leka 2013: Annex 4"
Hv-12855,1715,130,,,Charcoal,CMR,Mimboman,-,Layer,0.35,3.85,11.533,,-,indet,-,,-,Ib,,Claes 1992: 223; Delneuf et al. 1998: 349; Oslisly et al. 2013
Hv-12856,535,120,,,-,CMR,Lus,-,-,,6.683,10.967,,-,-,-,-,,Ic,,de Maret 1982; Garcin et al. 2018
Hv-13430,565,50,,,Shell (Land),GAB,Charbonnage butte 56,-,Layer,0.2,0.45,9.465,,-,indet,-,,-,IIIb,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 2004/2005: Annex 2
Hv-13431,3295,115,,,Charcoal_wood,GAB,Charbonnage butte 56,-,Layer,0.15,0.45,9.465,-,-,-,-,,-,IIIa,"interpretation Clist: Archéologie, AUCUNE",Clist 2004/2005: Annex 2
Hv-13432,850,60,,,Charcoal_wood,GAB,Charbonnage butte 56,-,Layer,0.35,0.45,9.465,,-,indet,-,-,,Ib,"interpretation Clist: Age du Fer Récent",Clist 2004/2005: Annex 2
Hv-13451,265,55,,,,COD,Mashita Mbanza,A I,,0.45,-5.65,18.89,,-,indet,-,-,Capra/Ovis,Ic,,"Pierot 1987: 196; Van Neer 1990: 208; Van Neer 2002: 257 Tab. 15.1"
Hv-13452,205,55,,,,COD,Mashita Mbanza,C,,0.475,-5.65,18.89,,-,indet,-,-,,Ic,,"Pierot 1987: 196"
Hv-13453,260,55,,,,COD,Mashita Mbanza,B I,,0.7,-5.65,18.89,,-,indet,-,-,,Ic,,"Pierot 1987: 196"
Hv-13454,140,55,,,,COD,Mashita Mbanza,A I,,1.65,-5.65,18.89,,-,indet,-,-,Capra/Ovis,Ic,,"Pierot 1987: 196; Van Neer 1990: 208; Van Neer 2002: 257 Tab. 15.1"
I-13140,1060,80,,,Charcoal,CMR,Bafoussam,-,-,,5.545,10.317,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-13141,205,90,,,Charcoal,CMR,Edea,-,-,,3.821,10.114,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-13142,0,,,,Charcoal,CMR,Abong Mbang,-,-,,3.986,13.178,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-13143,385,75,,,Charcoal,CMR,Nanga Eboko,-,-,,4.649,12.394,,-,-,-,-,,IIb,Locality 81-2; no metadata available,Hori et al. 1986
I-13144,2480,120,,,Charcoal,CMR,Lobe,-,-,,2.866,9.902,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-13145,355,75,,,Charcoal,CMR,Lobe,-,-,,2.866,9.902,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-13146,0,,,,Charcoal,CMR,Garoua,-,-,,9.447,13.615,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-13147,0,,,,Charcoal,CMR,Garoua,-,-,,9.447,13.615,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-14179,700,80,,,Charcoal,CMR,Eseke,-,-,,3.573,10.821,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-14180,980,80,,,Charcoal,CMR,Eseke,-,-,,3.573,10.821,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-14181,380,80,,,Charcoal,CMR,Omong,-,-,,3.884,10.898,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-14182,1130,80,,,Charcoal,CMR,Omong,-,-,,3.884,10.898,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-14183,2990,90,,,Charcoal,CMR,Bertoua,-,-,,4.486,13.618,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-14190,2880,90,,,Charcoal,CMR,Bertoua,-,-,,4.486,13.618,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-14191,390,80,,,Charcoal,CMR,Ngamboula,-,-,,4.562,13.833,,-,-,-,-,,IIb,no metadata available,Hori et al. 1986
I-1675,1850,120,,,Charcoal_wood,GAB,Fougamou-Lambarene Pk 12,-,Layer,1.65,-1.1,10.608,-,-,-,-,,-,IIb,interpretation Clist: Environnement,Clist 2004/2005: Annex 2
indet 10,380,150,,,-,CAF,Lingbangbo,-,Pollencore,-,3.633,18.4,,-,-,-,-,,IIb,,Buchet 1992
IRPA-106-II,760,40,,,-,COD,Kamoa,-,-,,-10.37,25.1,,-,-,-,-,,Ic,,van Noten 1982
KI-2360,420,65,-29.1,,Charcoal,COD,Bamanya,BAM 83/1,Furnace,0.49,0.008,18.313,,-,(Bondongo),,-,-,IIa,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
KI-2361,640,70,-25.3,,Charcoal,COD,Bamanya,BAM 83/1,Furnace,0.515,0.008,18.313,,-,Bondongo,,slag,-,Ia,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
KI-2363,2260,60,-26.4,,Charcoal,COD,Bokuma,BOK 83/1,-,,-0.114,18.698,,-,Imbonga,-,,-,Ia,,Eggert 1987: 133 Tab. 1; Eggert 1992: 10 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21
KI-2364,740,55,-28,,Charcoal,COD,Mbandaka,MBA 81/2,-,,0.06,18.256,,-,Bondongo; Mbandaka,-,-,,Ia,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
KI-2365.01,280,70,-25.9,,Charcoal,COD,Wafanya,WAF 83/16-5,Layer,,-1.355,20.379,,-,(Monkoto); (Longa); (Bekongo); (Wafanya); Botendo ,-,,-,Ia,,Wotzka 1995: 368; Seidensticker 2017: Tab. 21
KI-2428,2160,90,-27.5,,Charcoal,COD,Imbonga,IMB 81/9,-,,-0.822,19.788,,-,Imbonga,-,Eg,,Ia,,Eggert 1992: 10 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1
KI-2430,650,65,-26.6,,Charcoal,COD,Baringa,BAR 85/1,-,,0.729,20.736,,-,Bondongo,-,,-,Ia,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
KI-2431,950,70,-26.8,,Charcoal,COD,Baringa,BAR 85/1,-,,0.729,20.736,,-,Bondongo,-,,-,Ia,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
KI-2432,2020,100,-27.1,,Charcoal,COD,Bokuma,BOK 83/2,-,,-0.114,18.698,,-,Inganda,-,,-,Ia,,Eggert 1992: 10 Tab. 1; Wotzka 1995: 84; Seidensticker 2017: Tab. 21
KI-2433,2025,75,-25.5,,Charcoal,COD,Bokuma,BOK 83/2,-,,-0.114,18.698,,-,Inganda,-,,-,Ia,,Eggert 1992: 10 Tab. 1; Wotzka 1995: 84; Seidensticker 2017: Tab. 21
KI-2439,2270,70,-,,Charcoal,COD,Boso-Njafo,BSN 85/3,-,,1.131,19.21,,-,Imbonga,-,-,,Ia,,Eggert 1987: 133 Tab. 1; Eggert 1992: 10 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21
KI-2444,1930,120,-27.3,,Charcoal,COD,Maluba,MLB 85/1-3-1,Pit,1.295,2.806,18.524,,-,Batalimo-Maluba,,Eg,,Ia,,Eggert 1987: 141 Tab. 2; Eggert 1992: 11 Tab. 2; Eggert 1993; Seidensticker 2017
KI-2445,2140,200,-27.3,,Charcoal,COD,Maluba,MLB 85/1-3-2,Pit,0.725,2.806,18.524,,-,Batalimo-Maluba,,Eg,,Ia,,Eggert 1987: 141 Tab. 2; Eggert 1992: 11 Tab. 2; Eggert 1993; Seidensticker 2017
KI-2876,1980,41,-25.5,,Charcoal,COG,Munda,MUN 87/2-1-3,Pit,0.1,1.163,17.357,,-,Pikunda-Munda,,Eg,,Ia,,Eggert 1992: 16 Tab. 3; Eggert 1993; Seidensticker 2017
KI-2877,1980,100,-26.9,,Charcoal,COG,Pikunda,PIK 87/1,Pit,1.47,0.55,16.636,,-,Pikunda-Munda; Lusako,,-,-,Ia,,Eggert 1992: 16 Tab. 3; Wotzka 1995; Seidensticker 2017
KI-2881,1990,45,-25.1,,Charcoal_endocarp_elaeis,COG,Munda,MUN 87/2-1-1,Pit,0.6,1.163,17.357,,-,Pikunda-Munda,,Eg,,Ia,,Eggert 1992: 16 Tab. 3; Eggert 1993; Seidensticker 2017
